genia tagger: 5759['folfox6', [224, 231]]
['\\?', [39380, 39382]]
['\\?', [39770, 39772]]
['\\?', [39978, 39980]]
['\\?', [40431, 40433]]
['\\?', [40443, 40445]]
['\\?', [42596, 42598]]
['\\?', [42605, 42607]]
['\\?', [46993, 46995]]
['\\?', [47002, 47004]]
['\\?', [49859, 49861]]
['\\?', [49884, 49886]]
['\\?', [49907, 49909]]
['\\?', [49950, 49952]]
['\\?', [49976, 49978]]
['\\?', [50000, 50002]]
['\\?', [50021, 50023]]
['\\?', [50688, 50690]]
['\\?', [51675, 51677]]
['\\?', [51686, 51688]]
['\\?', [51700, 51702]]
['\\?', [51709, 51711]]
['\\?', [51737, 51739]]
['\\?', [51745, 51747]]
['\\?', [51987, 51989]]
['\\?', [52011, 52013]]
['\\?', [52019, 52021]]
['\\?', [52318, 52320]]
['\\?', [52326, 52328]]
['\\?', [52354, 52356]]
['\\?', [52363, 52365]]
['\\?', [53119, 53121]]
['\\?', [53144, 53146]]
['\\?', [53167, 53169]]
['\\?', [53210, 53212]]
['\\?', [53236, 53238]]
['\\?', [53260, 53262]]
['\\?', [53281, 53283]]
['\\?', [53948, 53950]]
['\\?', [54935, 54937]]
['\\?', [54946, 54948]]
['\\?', [54960, 54962]]
['\\?', [54969, 54971]]
['\\?', [54997, 54999]]
['\\?', [55005, 55007]]
['\\?', [55247, 55249]]
['\\?', [55271, 55273]]
['\\?', [55279, 55281]]
['\\?', [55578, 55580]]
['\\?', [55586, 55588]]
['\\?', [55614, 55616]]
['\\?', [55623, 55625]]
['2\\.5', [6617, 6621]]
['creatinine', [6665, 6675]]
['clearance', [6676, 6685]]
['50', [1231, 1233]]
['50', [1251, 1253]]
['50', [4238, 4240]]
['50', [6276, 6278]]
['50', [6296, 6298]]
['50', [6535, 6537]]
['50', [6687, 6689]]
['50', [8097, 8099]]
['50', [9120, 9122]]
['50', [11654, 11656]]
['50', [14391, 14393]]
['50', [15414, 15416]]
['50', [17950, 17952]]
['50', [20380, 20382]]
['50', [24757, 24759]]
['50', [24905, 24907]]
['50', [25600, 25602]]
['50', [25937, 25939]]
['50', [29275, 29277]]
['50', [29423, 29425]]
['50', [30118, 30120]]
['50', [30455, 30457]]
['50', [35774, 35776]]
['50', [35922, 35924]]
['50', [36538, 36540]]
['50', [36686, 36688]]
['50', [37702, 37704]]
['50', [38039, 38041]]
['50', [39146, 39148]]
['50', [39483, 39485]]
['50', [40869, 40871]]
['50', [40993, 40995]]
['50', [45266, 45268]]
['50', [45390, 45392]]
['50', [49617, 49619]]
['50', [49641, 49643]]
['50', [49661, 49663]]
['50', [52417, 52419]]
['50', [52465, 52467]]
['50', [52567, 52569]]
['50', [52877, 52879]]
['50', [52901, 52903]]
['50', [52921, 52923]]
['50', [55677, 55679]]
['50', [55725, 55727]]
['50', [55827, 55829]]
['ml\\/min', [6690, 6697]]
['ctc', [6761, 6764]]
['ctc', [9261, 9264]]
['ctc', [15555, 15558]]
['grade', [3954, 3959]]
['grade', [6765, 6770]]
['grade', [9265, 9270]]
['grade', [9289, 9294]]
['grade', [9450, 9455]]
['grade', [9526, 9531]]
['grade', [9655, 9660]]
['grade', [9702, 9707]]
['grade', [9792, 9797]]
['grade', [9888, 9893]]
['grade', [10323, 10328]]
['grade', [10364, 10369]]
['grade', [10469, 10474]]
['grade', [10548, 10553]]
['grade', [10631, 10636]]
['grade', [10720, 10725]]
['grade', [10762, 10767]]
['grade', [10788, 10793]]
['grade', [15559, 15564]]
['grade', [15583, 15588]]
['grade', [15744, 15749]]
['grade', [15821, 15826]]
['grade', [15950, 15955]]
['grade', [15997, 16002]]
['grade', [16087, 16092]]
['grade', [16183, 16188]]
['grade', [16618, 16623]]
['grade', [16659, 16664]]
['grade', [16764, 16769]]
['grade', [16843, 16848]]
['grade', [16926, 16931]]
['grade', [17015, 17020]]
['grade', [17057, 17062]]
['grade', [17083, 17088]]
['grade', [23112, 23117]]
['grade', [23422, 23427]]
['grade', [23610, 23615]]
['grade', [23755, 23760]]
['grade', [23796, 23801]]
['grade', [24093, 24098]]
['grade', [24533, 24538]]
['grade', [24611, 24616]]
['grade', [24660, 24665]]
['grade', [25021, 25026]]
['grade', [25041, 25046]]
['grade', [25078, 25083]]
['grade', [27630, 27635]]
['grade', [27940, 27945]]
['grade', [28128, 28133]]
['grade', [28273, 28278]]
['grade', [28314, 28319]]
['grade', [28611, 28616]]
['grade', [29051, 29056]]
['grade', [29129, 29134]]
['grade', [29178, 29183]]
['grade', [29539, 29544]]
['grade', [29559, 29564]]
['grade', [29596, 29601]]
['grade', [32536, 32541]]
['grade', [32846, 32851]]
['grade', [33034, 33039]]
['grade', [33179, 33184]]
['grade', [33220, 33225]]
['grade', [33517, 33522]]
['grade', [34128, 34133]]
['grade', [34438, 34443]]
['grade', [34626, 34631]]
['grade', [34771, 34776]]
['grade', [34812, 34817]]
['grade', [35109, 35114]]
['grade', [35550, 35555]]
['grade', [35628, 35633]]
['grade', [35677, 35682]]
['grade', [36038, 36043]]
['grade', [36058, 36063]]
['grade', [36095, 36100]]
['grade', [36314, 36319]]
['grade', [36392, 36397]]
['grade', [36441, 36446]]
['grade', [36802, 36807]]
['grade', [36822, 36827]]
['grade', [36859, 36864]]
['grade', [42022, 42027]]
['grade', [42124, 42129]]
['grade', [46419, 46424]]
['grade', [46521, 46526]]
['grade', [50085, 50090]]
['grade', [50250, 50255]]
['grade', [50258, 50263]]
['grade', [50266, 50271]]
['grade', [50274, 50279]]
['grade', [50282, 50287]]
['grade', [50290, 50295]]
['grade', [53345, 53350]]
['grade', [53510, 53515]]
['grade', [53518, 53523]]
['grade', [53526, 53531]]
['grade', [53534, 53539]]
['grade', [53542, 53547]]
['grade', [53550, 53555]]
['2', [136, 137]]
['2', [317, 318]]
['2', [332, 333]]
['2', [342, 343]]
['2', [349, 350]]
['2', [383, 384]]
['2', [1239, 1240]]
['2', [1249, 1250]]
['2', [1250, 1251]]
['2', [1258, 1259]]
['2', [2032, 2033]]
['2', [3081, 3082]]
['2', [3540, 3541]]
['2', [3583, 3584]]
['2', [4200, 4201]]
['2', [4245, 4246]]
['2', [4477, 4478]]
['2', [4479, 4480]]
['2', [4976, 4977]]
['2', [5168, 5169]]
['2', [5303, 5304]]
['2', [5360, 5361]]
['2', [5375, 5376]]
['2', [5385, 5386]]
['2', [5392, 5393]]
['2', [5426, 5427]]
['2', [6284, 6285]]
['2', [6294, 6295]]
['2', [6295, 6296]]
['2', [6303, 6304]]
['2', [6617, 6618]]
['2', [6755, 6756]]
['2', [6771, 6772]]
['2', [6822, 6823]]
['2', [7674, 7675]]
['2', [7703, 7704]]
['2', [7899, 7900]]
['2', [7905, 7906]]
['2', [7911, 7912]]
['2', [8127, 8128]]
['2', [8890, 8891]]
['2', [9295, 9296]]
['2', [9602, 9603]]
['2', [9798, 9799]]
['2', [10137, 10138]]
['2', [10170, 10171]]
['2', [11119, 11120]]
['2', [11486, 11487]]
['2', [11539, 11540]]
['2', [11556, 11557]]
['2', [11653, 11654]]
['2', [11925, 11926]]
['2', [12029, 12030]]
['2', [12040, 12041]]
['2', [12102, 12103]]
['2', [12156, 12157]]
['2', [12184, 12185]]
['2', [12334, 12335]]
['2', [12345, 12346]]
['2', [12397, 12398]]
['2', [12548, 12549]]
['2', [12565, 12566]]
['2', [12620, 12621]]
['2', [12640, 12641]]
['2', [12712, 12713]]
['2', [12737, 12738]]
['2', [13968, 13969]]
['2', [13997, 13998]]
['2', [14193, 14194]]
['2', [14199, 14200]]
['2', [14205, 14206]]
['2', [14421, 14422]]
['2', [15184, 15185]]
['2', [15589, 15590]]
['2', [15897, 15898]]
['2', [16093, 16094]]
['2', [16432, 16433]]
['2', [16465, 16466]]
['2', [17414, 17415]]
['2', [17782, 17783]]
['2', [17835, 17836]]
['2', [17852, 17853]]
['2', [17949, 17950]]
['2', [18221, 18222]]
['2', [18325, 18326]]
['2', [18336, 18337]]
['2', [18398, 18399]]
['2', [18452, 18453]]
['2', [18480, 18481]]
['2', [18630, 18631]]
['2', [18641, 18642]]
['2', [18693, 18694]]
['2', [18844, 18845]]
['2', [18861, 18862]]
['2', [18916, 18917]]
['2', [18936, 18937]]
['2', [19008, 19009]]
['2', [19033, 19034]]
['2', [20212, 20213]]
['2', [20265, 20266]]
['2', [20282, 20283]]
['2', [20379, 20380]]
['2', [20652, 20653]]
['2', [20756, 20757]]
['2', [20767, 20768]]
['2', [20829, 20830]]
['2', [20883, 20884]]
['2', [20911, 20912]]
['2', [21061, 21062]]
['2', [21072, 21073]]
['2', [21124, 21125]]
['2', [21275, 21276]]
['2', [21292, 21293]]
['2', [21347, 21348]]
['2', [21367, 21368]]
['2', [21439, 21440]]
['2', [21464, 21465]]
['2', [22526, 22527]]
['2', [22744, 22745]]
['2', [23014, 23015]]
['2', [23041, 23042]]
['2', [23197, 23198]]
['2', [23227, 23228]]
['2', [23918, 23919]]
['2', [24183, 24184]]
['2', [24260, 24261]]
['2', [24261, 24262]]
['2', [24506, 24507]]
['2', [24627, 24628]]
['2', [24764, 24765]]
['2', [24807, 24808]]
['2', [24903, 24904]]
['2', [24904, 24905]]
['2', [24911, 24912]]
['2', [24956, 24957]]
['2', [25583, 25584]]
['2', [25607, 25608]]
['2', [25662, 25663]]
['2', [25684, 25685]]
['2', [25730, 25731]]
['2', [25935, 25936]]
['2', [25936, 25937]]
['2', [25943, 25944]]
['2', [25997, 25998]]
['2', [26019, 26020]]
['2', [26142, 26143]]
['2', [26196, 26197]]
['2', [26255, 26256]]
['2', [26271, 26272]]
['2', [26350, 26351]]
['2', [26463, 26464]]
['2', [26562, 26563]]
['2', [26676, 26677]]
['2', [26714, 26715]]
['2', [27044, 27045]]
['2', [27262, 27263]]
['2', [27532, 27533]]
['2', [27559, 27560]]
['2', [27715, 27716]]
['2', [27745, 27746]]
['2', [28436, 28437]]
['2', [28701, 28702]]
['2', [28778, 28779]]
['2', [28779, 28780]]
['2', [29024, 29025]]
['2', [29145, 29146]]
['2', [29282, 29283]]
['2', [29325, 29326]]
['2', [29421, 29422]]
['2', [29422, 29423]]
['2', [29429, 29430]]
['2', [29474, 29475]]
['2', [30101, 30102]]
['2', [30125, 30126]]
['2', [30180, 30181]]
['2', [30202, 30203]]
['2', [30248, 30249]]
['2', [30453, 30454]]
['2', [30454, 30455]]
['2', [30461, 30462]]
['2', [30515, 30516]]
['2', [30537, 30538]]
['2', [30660, 30661]]
['2', [30714, 30715]]
['2', [30773, 30774]]
['2', [30789, 30790]]
['2', [30868, 30869]]
['2', [30981, 30982]]
['2', [31080, 31081]]
['2', [31194, 31195]]
['2', [31232, 31233]]
['2', [31554, 31555]]
['2', [31772, 31773]]
['2', [31949, 31950]]
['2', [32167, 32168]]
['2', [32438, 32439]]
['2', [32465, 32466]]
['2', [32621, 32622]]
['2', [32651, 32652]]
['2', [33342, 33343]]
['2', [33607, 33608]]
['2', [33684, 33685]]
['2', [33685, 33686]]
['2', [34030, 34031]]
['2', [34057, 34058]]
['2', [34213, 34214]]
['2', [34243, 34244]]
['2', [34934, 34935]]
['2', [35199, 35200]]
['2', [35276, 35277]]
['2', [35277, 35278]]
['2', [35523, 35524]]
['2', [35644, 35645]]
['2', [35781, 35782]]
['2', [35824, 35825]]
['2', [35920, 35921]]
['2', [35921, 35922]]
['2', [35928, 35929]]
['2', [35973, 35974]]
['2', [36287, 36288]]
['2', [36408, 36409]]
['2', [36545, 36546]]
['2', [36588, 36589]]
['2', [36684, 36685]]
['2', [36685, 36686]]
['2', [36692, 36693]]
['2', [36737, 36738]]
['2', [37685, 37686]]
['2', [37709, 37710]]
['2', [37764, 37765]]
['2', [37786, 37787]]
['2', [37832, 37833]]
['2', [38037, 38038]]
['2', [38038, 38039]]
['2', [38045, 38046]]
['2', [38099, 38100]]
['2', [38121, 38122]]
['2', [38244, 38245]]
['2', [38298, 38299]]
['2', [38357, 38358]]
['2', [38373, 38374]]
['2', [38452, 38453]]
['2', [38565, 38566]]
['2', [38664, 38665]]
['2', [38778, 38779]]
['2', [38816, 38817]]
['2', [39129, 39130]]
['2', [39153, 39154]]
['2', [39208, 39209]]
['2', [39230, 39231]]
['2', [39276, 39277]]
['2', [39481, 39482]]
['2', [39482, 39483]]
['2', [39489, 39490]]
['2', [39543, 39544]]
['2', [39565, 39566]]
['2', [39688, 39689]]
['2', [39742, 39743]]
['2', [39801, 39802]]
['2', [39817, 39818]]
['2', [39896, 39897]]
['2', [40009, 40010]]
['2', [40108, 40109]]
['2', [40222, 40223]]
['2', [40260, 40261]]
['2', [40779, 40780]]
['2', [40802, 40803]]
['2', [40824, 40825]]
['2', [40841, 40842]]
['2', [40848, 40849]]
['2', [40877, 40878]]
['2', [40972, 40973]]
['2', [40991, 40992]]
['2', [40992, 40993]]
['2', [41000, 41001]]
['2', [41297, 41298]]
['2', [41973, 41974]]
['2', [42033, 42034]]
['2', [42108, 42109]]
['2', [42135, 42136]]
['2', [42370, 42371]]
['2', [42375, 42376]]
['2', [42376, 42377]]
['2', [42656, 42657]]
['2', [42661, 42662]]
['2', [42924, 42925]]
['2', [42929, 42930]]
['2', [44893, 44894]]
['2', [45176, 45177]]
['2', [45199, 45200]]
['2', [45221, 45222]]
['2', [45238, 45239]]
['2', [45245, 45246]]
['2', [45274, 45275]]
['2', [45369, 45370]]
['2', [45388, 45389]]
['2', [45389, 45390]]
['2', [45397, 45398]]
['2', [45694, 45695]]
['2', [46370, 46371]]
['2', [46430, 46431]]
['2', [46505, 46506]]
['2', [46532, 46533]]
['2', [46767, 46768]]
['2', [46772, 46773]]
['2', [46773, 46774]]
['2', [47053, 47054]]
['2', [47058, 47059]]
['2', [47321, 47322]]
['2', [47326, 47327]]
['2', [49290, 49291]]
['2', [49399, 49400]]
['2', [49410, 49411]]
['2', [49451, 49452]]
['2', [49481, 49482]]
['2', [49528, 49529]]
['2', [49563, 49564]]
['2', [49587, 49588]]
['2', [49604, 49605]]
['2', [49610, 49611]]
['2', [49633, 49634]]
['2', [49639, 49640]]
['2', [49640, 49641]]
['2', [49659, 49660]]
['2', [49660, 49661]]
['2', [49690, 49691]]
['2', [49778, 49779]]
['2', [49828, 49829]]
['2', [50192, 50193]]
['2', [50315, 50316]]
['2', [50360, 50361]]
['2', [50416, 50417]]
['2', [50436, 50437]]
['2', [50475, 50476]]
['2', [50511, 50512]]
['2', [50513, 50514]]
['2', [50519, 50520]]
['2', [50770, 50771]]
['2', [50826, 50827]]
['2', [51324, 51325]]
['2', [51341, 51342]]
['2', [51368, 51369]]
['2', [51486, 51487]]
['2', [51503, 51504]]
['2', [51810, 51811]]
['2', [51853, 51854]]
['2', [51859, 51860]]
['2', [51864, 51865]]
['2', [51878, 51879]]
['2', [51900, 51901]]
['2', [51910, 51911]]
['2', [51911, 51912]]
['2', [51940, 51941]]
['2', [51953, 51954]]
['2', [51954, 51955]]
['2', [51974, 51975]]
['2', [52084, 52085]]
['2', [52122, 52123]]
['2', [52125, 52126]]
['2', [52126, 52127]]
['2', [52146, 52147]]
['2', [52181, 52182]]
['2', [52182, 52183]]
['2', [52198, 52199]]
['2', [52208, 52209]]
['2', [52223, 52224]]
['2', [52393, 52394]]
['2', [52425, 52426]]
['2', [52440, 52441]]
['2', [52473, 52474]]
['2', [52501, 52502]]
['2', [52503, 52504]]
['2', [52565, 52566]]
['2', [52566, 52567]]
['2', [52574, 52575]]
['2', [52659, 52660]]
['2', [52670, 52671]]
['2', [52711, 52712]]
['2', [52741, 52742]]
['2', [52788, 52789]]
['2', [52823, 52824]]
['2', [52847, 52848]]
['2', [52864, 52865]]
['2', [52870, 52871]]
['2', [52893, 52894]]
['2', [52899, 52900]]
['2', [52900, 52901]]
['2', [52919, 52920]]
['2', [52920, 52921]]
['2', [52950, 52951]]
['2', [53038, 53039]]
['2', [53088, 53089]]
['2', [53452, 53453]]
['2', [53575, 53576]]
['2', [53620, 53621]]
['2', [53676, 53677]]
['2', [53696, 53697]]
['2', [53735, 53736]]
['2', [53771, 53772]]
['2', [53773, 53774]]
['2', [53779, 53780]]
['2', [54030, 54031]]
['2', [54086, 54087]]
['2', [54584, 54585]]
['2', [54601, 54602]]
['2', [54628, 54629]]
['2', [54746, 54747]]
['2', [54763, 54764]]
['2', [55070, 55071]]
['2', [55113, 55114]]
['2', [55119, 55120]]
['2', [55124, 55125]]
['2', [55138, 55139]]
['2', [55160, 55161]]
['2', [55170, 55171]]
['2', [55171, 55172]]
['2', [55200, 55201]]
['2', [55213, 55214]]
['2', [55214, 55215]]
['2', [55234, 55235]]
['2', [55344, 55345]]
['2', [55382, 55383]]
['2', [55385, 55386]]
['2', [55386, 55387]]
['2', [55406, 55407]]
['2', [55441, 55442]]
['2', [55442, 55443]]
['2', [55458, 55459]]
['2', [55468, 55469]]
['2', [55483, 55484]]
['2', [55653, 55654]]
['2', [55685, 55686]]
['2', [55700, 55701]]
['2', [55733, 55734]]
['2', [55761, 55762]]
['2', [55763, 55764]]
['2', [55825, 55826]]
['2', [55826, 55827]]
['2', [55834, 55835]]
['administration\\.', [7574, 7590]]
['administration\\.', [13868, 13884]]
['administration\\.', [43492, 43508]]
['administration\\.', [47889, 47905]]
['table', [2676, 2681]]
['table', [8429, 8434]]
['table', [8670, 8675]]
['table', [14723, 14728]]
['table', [14964, 14969]]
['table', [22738, 22743]]
['table', [23725, 23730]]
['table', [24276, 24281]]
['table', [24302, 24307]]
['table', [24571, 24576]]
['table', [26502, 26507]]
['table', [26873, 26878]]
['table', [27256, 27261]]
['table', [28243, 28248]]
['table', [28794, 28799]]
['table', [28820, 28825]]
['table', [29089, 29094]]
['table', [31020, 31025]]
['table', [31391, 31396]]
['table', [31766, 31771]]
['table', [32161, 32166]]
['table', [33149, 33154]]
['table', [33700, 33705]]
['table', [33726, 33731]]
['table', [34741, 34746]]
['table', [35292, 35297]]
['table', [35318, 35323]]
['table', [35588, 35593]]
['table', [36352, 36357]]
['table', [38604, 38609]]
['table', [38975, 38980]]
['table', [40048, 40053]]
['table', [40419, 40424]]
['table', [42538, 42543]]
['table', [42820, 42825]]
['table', [46935, 46940]]
['table', [47217, 47222]]
['table', [49324, 49329]]
['table', [49331, 49336]]
['table', [49684, 49689]]
['table', [50050, 50055]]
['table', [50568, 50573]]
['table', [51562, 51567]]
['table', [52584, 52589]]
['table', [52591, 52596]]
['table', [52944, 52949]]
['table', [53310, 53315]]
['table', [53828, 53833]]
['table', [54822, 54827]]
['dlt', [8953, 8956]]
['dlt', [10118, 10121]]
['dlt', [10218, 10221]]
['dlt', [10300, 10303]]
['dlt', [10449, 10452]]
['dlt', [15247, 15250]]
['dlt', [16413, 16416]]
['dlt', [16513, 16516]]
['dlt', [16595, 16598]]
['dlt', [16744, 16747]]
['dlt', [24385, 24388]]
['dlt', [24603, 24606]]
['dlt', [24831, 24834]]
['dlt', [24934, 24937]]
['dlt', [25010, 25013]]
['dlt', [28903, 28906]]
['dlt', [29121, 29124]]
['dlt', [29349, 29352]]
['dlt', [29452, 29455]]
['dlt', [29528, 29531]]
['dlt', [33809, 33812]]
['dlt', [35401, 35404]]
['dlt', [35620, 35623]]
['dlt', [35848, 35851]]
['dlt', [35951, 35954]]
['dlt', [36027, 36030]]
['dlt', [36384, 36387]]
['dlt', [36612, 36615]]
['dlt', [36715, 36718]]
['dlt', [36791, 36794]]
['dlt', [51558, 51561]]
['dlt', [54818, 54821]]
['dfur', [2504, 2508]]
['dfur', [11406, 11410]]
['dfur', [11826, 11830]]
['dfur', [11859, 11863]]
['dfur', [12518, 12522]]
['dfur', [17702, 17706]]
['dfur', [18122, 18126]]
['dfur', [18155, 18159]]
['dfur', [18814, 18818]]
['dfur', [20132, 20136]]
['dfur', [20553, 20557]]
['dfur', [20586, 20590]]
['dfur', [21245, 21249]]
['dfur', [26899, 26903]]
['dfur', [31417, 31421]]
['dfur', [39001, 39005]]
['dfur', [40445, 40449]]
['dfur', [42607, 42611]]
['dfur', [47004, 47008]]
['dfur', [51688, 51692]]
['dfur', [51747, 51751]]
['dfur', [52021, 52025]]
['dfur', [52356, 52360]]
['dfur', [54948, 54952]]
['dfur', [55007, 55011]]
['dfur', [55281, 55285]]
['dfur', [55616, 55620]]
['dfcr', [2355, 2359]]
['dfcr', [2441, 2445]]
['dfcr', [11415, 11419]]
['dfcr', [11817, 11821]]
['dfcr', [11850, 11854]]
['dfcr', [12509, 12513]]
['dfcr', [17711, 17715]]
['dfcr', [18113, 18117]]
['dfcr', [18146, 18150]]
['dfcr', [18805, 18809]]
['dfcr', [20141, 20145]]
['dfcr', [20544, 20548]]
['dfcr', [20577, 20581]]
['dfcr', [21236, 21240]]
['dfcr', [26887, 26891]]
['dfcr', [31405, 31409]]
['dfcr', [38989, 38993]]
['dfcr', [40433, 40437]]
['dfcr', [42598, 42602]]
['dfcr', [46995, 46999]]
['dfcr', [51676, 51680]]
['dfcr', [51739, 51743]]
['dfcr', [52013, 52017]]
['dfcr', [52320, 52324]]
['dfcr', [54936, 54940]]
['dfcr', [54999, 55003]]
['dfcr', [55273, 55277]]
['dfcr', [55580, 55584]]
['p2000', [11924, 11929]]
['p2000', [18220, 18225]]
['p2000', [20651, 20656]]
['hplc', [11930, 11934]]
['hplc', [18226, 18230]]
['hplc', [20657, 20661]]
['lloq', [12248, 12252]]
['lloq', [12464, 12468]]
['lloq', [12725, 12729]]
['lloq', [18544, 18548]]
['lloq', [18760, 18764]]
['lloq', [19021, 19025]]
['lloq', [20975, 20979]]
['lloq', [21191, 21195]]
['lloq', [21452, 21456]]
['interday', [12130, 12138]]
['interday', [12408, 12416]]
['interday', [12647, 12655]]
['interday', [18426, 18434]]
['interday', [18704, 18712]]
['interday', [18943, 18951]]
['interday', [20857, 20865]]
['interday', [21135, 21143]]
['interday', [21374, 21382]]
['variability', [12068, 12079]]
['variability', [12139, 12150]]
['variability', [12370, 12381]]
['variability', [12417, 12428]]
['variability', [12593, 12604]]
['variability', [12656, 12667]]
['variability', [18364, 18375]]
['variability', [18435, 18446]]
['variability', [18666, 18677]]
['variability', [18713, 18724]]
['variability', [18889, 18900]]
['variability', [18952, 18963]]
['variability', [20795, 20806]]
['variability', [20866, 20877]]
['variability', [21097, 21108]]
['variability', [21144, 21155]]
['variability', [21320, 21331]]
['variability', [21383, 21394]]
['variability', [26932, 26943]]
['variability', [31450, 31461]]
['variability', [39034, 39045]]
['variability', [40478, 40489]]
['over', [131, 135]]
['over', [1704, 1708]]
['over', [1803, 1807]]
['over', [2850, 2854]]
['over', [2969, 2973]]
['over', [3065, 3069]]
['over', [3704, 3708]]
['over', [3773, 3777]]
['over', [4971, 4975]]
['over', [5163, 5167]]
['over', [5298, 5302]]
['over', [7669, 7673]]
['over', [12105, 12109]]
['over', [12151, 12155]]
['over', [12187, 12191]]
['over', [12444, 12448]]
['over', [12668, 12672]]
['over', [13963, 13967]]
['over', [18401, 18405]]
['over', [18447, 18451]]
['over', [18483, 18487]]
['over', [18740, 18744]]
['over', [18964, 18968]]
['over', [20832, 20836]]
['over', [20878, 20882]]
['over', [20914, 20918]]
['over', [21171, 21175]]
['over', [21395, 21399]]
['over', [41095, 41099]]
['over', [45492, 45496]]
['over', [49405, 49409]]
['over', [50214, 50218]]
['over', [52665, 52669]]
['over', [53474, 53478]]
['4', [324, 325]]
['4', [1075, 1076]]
['4', [1723, 1724]]
['4', [1824, 1825]]
['4', [2152, 2153]]
['4', [3070, 3071]]
['4', [3607, 3608]]
['4', [3886, 3887]]
['4', [3965, 3966]]
['4', [3986, 3987]]
['4', [3989, 3990]]
['4', [3997, 3998]]
['4', [4467, 4468]]
['4', [4476, 4477]]
['4', [5367, 5368]]
['4', [6120, 6121]]
['4', [6917, 6918]]
['4', [7892, 7893]]
['4', [10370, 10371]]
['4', [10768, 10769]]
['4', [10794, 10795]]
['4', [10896, 10897]]
['4', [11283, 11284]]
['4', [11517, 11518]]
['4', [11559, 11560]]
['4', [11682, 11683]]
['4', [11715, 11716]]
['4', [12093, 12094]]
['4', [12095, 12096]]
['4', [12176, 12177]]
['4', [12183, 12184]]
['4', [12554, 12555]]
['4', [12618, 12619]]
['4', [12624, 12625]]
['4', [12637, 12638]]
['4', [12673, 12674]]
['4', [12696, 12697]]
['4', [12710, 12711]]
['4', [12713, 12714]]
['4', [12717, 12718]]
['4', [12874, 12875]]
['4', [14186, 14187]]
['4', [16665, 16666]]
['4', [17063, 17064]]
['4', [17089, 17090]]
['4', [17191, 17192]]
['4', [17578, 17579]]
['4', [17813, 17814]]
['4', [17855, 17856]]
['4', [17978, 17979]]
['4', [18011, 18012]]
['4', [18389, 18390]]
['4', [18391, 18392]]
['4', [18472, 18473]]
['4', [18479, 18480]]
['4', [18850, 18851]]
['4', [18914, 18915]]
['4', [18920, 18921]]
['4', [18933, 18934]]
['4', [18969, 18970]]
['4', [18992, 18993]]
['4', [19006, 19007]]
['4', [19009, 19010]]
['4', [19013, 19014]]
['4', [19170, 19171]]
['4', [20243, 20244]]
['4', [20285, 20286]]
['4', [20408, 20409]]
['4', [20441, 20442]]
['4', [20820, 20821]]
['4', [20822, 20823]]
['4', [20903, 20904]]
['4', [20910, 20911]]
['4', [21281, 21282]]
['4', [21345, 21346]]
['4', [21351, 21352]]
['4', [21364, 21365]]
['4', [21400, 21401]]
['4', [21423, 21424]]
['4', [21437, 21438]]
['4', [21440, 21441]]
['4', [21444, 21445]]
