genia tagger: 5668['jakob-creutzfeldt', [60, 77]]
['a', [5181, 5182]]
['a', [5184, 5185]]
['a', [5193, 5194]]
['a', [5201, 5202]]
['a', [5216, 5217]]
['a', [5221, 5222]]
['a', [5238, 5239]]
['a', [5282, 5283]]
['a', [5312, 5313]]
['a', [5323, 5324]]
['a', [5359, 5360]]
['a', [5404, 5405]]
['a', [5432, 5433]]
['a', [5436, 5437]]
['a', [5453, 5454]]
['a', [5456, 5457]]
['a', [5475, 5476]]
['a', [5480, 5481]]
['a', [5486, 5487]]
['a', [5538, 5539]]
['a', [5544, 5545]]
['a', [5553, 5554]]
['a', [5556, 5557]]
['a', [5577, 5578]]
['a', [5591, 5592]]
['a', [5594, 5595]]
['a', [5609, 5610]]
['a', [5629, 5630]]
['a', [5690, 5691]]
['a', [5699, 5700]]
['a', [5702, 5703]]
['a', [5708, 5709]]
['a', [5711, 5712]]
['a', [5714, 5715]]
['a', [5717, 5718]]
['a', [5719, 5720]]
['a', [5735, 5736]]
['a', [5739, 5740]]
['a', [5746, 5747]]
['a', [5800, 5801]]
['a', [5807, 5808]]
['a', [5818, 5819]]
['a', [5835, 5836]]
['a', [5853, 5854]]
['a', [5878, 5879]]
['a', [5906, 5907]]
['a', [5912, 5913]]
['a', [5922, 5923]]
['a', [5925, 5926]]
['a', [5934, 5935]]
['a', [5961, 5962]]
['a', [5970, 5971]]
['a', [5978, 5979]]
['a', [5991, 5992]]
['a', [6011, 6012]]
['a', [6015, 6016]]
['a', [6050, 6051]]
['a', [6070, 6071]]
['a', [6074, 6075]]
['a', [6085, 6086]]
['a', [6116, 6117]]
['a', [6121, 6122]]
['a', [6127, 6128]]
['a', [6131, 6132]]
['a', [6140, 6141]]
['a', [6142, 6143]]
['a', [6149, 6150]]
['a', [6194, 6195]]
['a', [6201, 6202]]
['a', [6228, 6229]]
['a', [6241, 6242]]
['a', [6260, 6261]]
['a', [6283, 6284]]
['a', [6338, 6339]]
['a', [6344, 6345]]
['a', [6354, 6355]]
['a', [6370, 6371]]
['a', [6378, 6379]]
['a', [6396, 6397]]
['a', [6400, 6401]]
['a', [6403, 6404]]
['a', [6409, 6410]]
['a', [6414, 6415]]
['a', [6458, 6459]]
['a', [6464, 6465]]
['a', [6478, 6479]]
['a', [6480, 6481]]
['a', [6484, 6485]]
['a', [6489, 6490]]
['a', [6500, 6501]]
['a', [6522, 6523]]
['a', [6525, 6526]]
['a', [6534, 6535]]
['a', [6602, 6603]]
['a', [6611, 6612]]
['a', [6621, 6622]]
['a', [6636, 6637]]
['a', [6646, 6647]]
['a', [6661, 6662]]
['a', [6664, 6665]]
['a', [6667, 6668]]
['a', [6686, 6687]]
['a', [6695, 6696]]
['a', [6704, 6705]]
['a', [6707, 6708]]
['a', [6744, 6745]]
['a', [6753, 6754]]
['a', [6766, 6767]]
['a', [6775, 6776]]
['a', [6781, 6782]]
['a', [6808, 6809]]
['a', [6815, 6816]]
['a', [6837, 6838]]
['a', [6851, 6852]]
['a', [6879, 6880]]
['a', [6911, 6912]]
['a', [6922, 6923]]
['a', [6926, 6927]]
['a', [6946, 6947]]
['a', [6958, 6959]]
['a', [6961, 6962]]
['a', [6996, 6997]]
['a', [6999, 7000]]
['a', [7011, 7012]]
['a', [7049, 7050]]
['a', [7058, 7059]]
['a', [7061, 7062]]
['a', [7066, 7067]]
['a', [7071, 7072]]
['a', [7083, 7084]]
['a', [7091, 7092]]
['a', [7126, 7127]]
['a', [7129, 7130]]
['a', [7133, 7134]]
['a', [7140, 7141]]
['a', [7150, 7151]]
['a', [7156, 7157]]
['a', [7184, 7185]]
['a', [7190, 7191]]
['a', [7244, 7245]]
['a', [7247, 7248]]
['a', [7270, 7271]]
['a', [7301, 7302]]
['a', [7315, 7316]]
['a', [7321, 7322]]
['a', [7343, 7344]]
['a', [7354, 7355]]
['a', [7358, 7359]]
['a', [7360, 7361]]
['a', [7363, 7364]]
['a', [7385, 7386]]
['a', [7411, 7412]]
['a', [7421, 7422]]
['a', [7471, 7472]]
['a', [7476, 7477]]
['a', [7492, 7493]]
['a', [7506, 7507]]
['a', [7530, 7531]]
['a', [7537, 7538]]
['a', [7542, 7543]]
['a', [7572, 7573]]
['a', [7582, 7583]]
['a', [7586, 7587]]
['a', [7590, 7591]]
['a', [7612, 7613]]
['a', [7624, 7625]]
['a', [7628, 7629]]
['a', [7642, 7643]]
['a', [7684, 7685]]
['a', [7687, 7688]]
['a', [7712, 7713]]
['a', [7730, 7731]]
['a', [7740, 7741]]
['a', [7744, 7745]]
['a', [7802, 7803]]
['a', [7806, 7807]]
['a', [7812, 7813]]
['a', [7837, 7838]]
['a', [7849, 7850]]
['a', [7853, 7854]]
['a', [7869, 7870]]
['a', [7893, 7894]]
['a', [7897, 7898]]
['a', [7923, 7924]]
['a', [7954, 7955]]
['a', [7963, 7964]]
['a', [8023, 8024]]
['a', [8026, 8027]]
['a', [8030, 8031]]
['a', [8049, 8050]]
['a', [8058, 8059]]
['a', [8067, 8068]]
['a', [8111, 8112]]
['a', [8114, 8115]]
['a', [8120, 8121]]
['a', [8124, 8125]]
['a', [8132, 8133]]
['a', [8135, 8136]]
['a', [8153, 8154]]
['a', [8166, 8167]]
['a', [8190, 8191]]
['a', [8197, 8198]]
['a', [8226, 8227]]
['a', [8235, 8236]]
['a', [8245, 8246]]
['a', [8264, 8265]]
['a', [8279, 8280]]
['a', [8285, 8286]]
['a', [8292, 8293]]
['a', [8309, 8310]]
['a', [8313, 8314]]
['a', [8323, 8324]]
['a', [8342, 8343]]
['a', [8370, 8371]]
['a', [8380, 8381]]
['a', [8383, 8384]]
['a', [8405, 8406]]
['a', [8412, 8413]]
['a', [8423, 8424]]
['a', [8439, 8440]]
['a', [8450, 8451]]
['a', [8452, 8453]]
['a', [8458, 8459]]
['a', [8465, 8466]]
['a', [8471, 8472]]
['a', [8481, 8482]]
['a', [8484, 8485]]
['a', [8499, 8500]]
['a', [8511, 8512]]
['a', [8516, 8517]]
['a', [8520, 8521]]
['a', [8549, 8550]]
['a', [8567, 8568]]
['a', [8572, 8573]]
['a', [8578, 8579]]
['a', [8582, 8583]]
['a', [8588, 8589]]
['a', [8598, 8599]]
['a', [8613, 8614]]
['a', [8629, 8630]]
['a', [8634, 8635]]
['a', [8664, 8665]]
['a', [8667, 8668]]
['a', [8675, 8676]]
['a', [8685, 8686]]
['a', [8690, 8691]]
['a', [8705, 8706]]
['a', [8708, 8709]]
['a', [8732, 8733]]
['a', [8736, 8737]]
['a', [8746, 8747]]
['a', [8754, 8755]]
['a', [8774, 8775]]
['a', [8779, 8780]]
['a', [8785, 8786]]
['a', [8816, 8817]]
['a', [8821, 8822]]
['a', [8834, 8835]]
['a', [8842, 8843]]
['a', [8862, 8863]]
['a', [8867, 8868]]
['a', [8892, 8893]]
['a', [8900, 8901]]
['a', [8949, 8950]]
['a', [8985, 8986]]
['a', [8997, 8998]]
['a', [9012, 9013]]
['a', [9019, 9020]]
['a', [9031, 9032]]
['a', [9033, 9034]]
['a', [9043, 9044]]
['a', [9047, 9048]]
['a', [9066, 9067]]
['a', [9075, 9076]]
['a', [9083, 9084]]
['a', [9086, 9087]]
['a', [9097, 9098]]
['a', [9102, 9103]]
['a', [9111, 9112]]
['a', [9119, 9120]]
['a', [9122, 9123]]
['a', [9144, 9145]]
['a', [9153, 9154]]
['a', [9161, 9162]]
['a', [9164, 9165]]
['a', [9175, 9176]]
['a', [9185, 9186]]
['a', [9194, 9195]]
['a', [9202, 9203]]
['a', [9205, 9206]]
['a', [9218, 9219]]
['a', [9222, 9223]]
['a', [9232, 9233]]
['a', [9241, 9242]]
['a', [9249, 9250]]
['a', [9252, 9253]]
['a', [9264, 9265]]
['a', [9279, 9280]]
['a', [9289, 9290]]
['a', [9297, 9298]]
['a', [9300, 9301]]
['a', [9315, 9316]]
['a', [9320, 9321]]
['a', [9323, 9324]]
['a', [9329, 9330]]
['a', [9333, 9334]]
['a', [9339, 9340]]
['a', [9362, 9363]]
['a', [9374, 9375]]
['a', [9385, 9386]]
['a', [9402, 9403]]
['a', [9420, 9421]]
['a', [9423, 9424]]
['a', [9444, 9445]]
['a', [9469, 9470]]
['a', [9483, 9484]]
['a', [9494, 9495]]
['a', [9503, 9504]]
['a', [9507, 9508]]
['a', [9510, 9511]]
['a', [9527, 9528]]
['a', [9533, 9534]]
['a', [9541, 9542]]
['a', [9549, 9550]]
['a', [9555, 9556]]
['a', [9567, 9568]]
['a', [9572, 9573]]
['a', [9583, 9584]]
['a', [9591, 9592]]
['a', [9596, 9597]]
['a', [9612, 9613]]
['a', [9617, 9618]]
['a', [9624, 9625]]
['a', [9629, 9630]]
['a', [9643, 9644]]
['a', [9648, 9649]]
['a', [9659, 9660]]
['a', [9665, 9666]]
['a', [9670, 9671]]
['a', [9675, 9676]]
['a', [9678, 9679]]
['a', [9687, 9688]]
['a', [9697, 9698]]
['a', [9700, 9701]]
['a', [9703, 9704]]
['a', [9711, 9712]]
['a', [9716, 9717]]
['a', [9722, 9723]]
['a', [9735, 9736]]
['a', [9738, 9739]]
['a', [9741, 9742]]
['a', [9746, 9747]]
['a', [9765, 9766]]
['a', [9772, 9773]]
['a', [9797, 9798]]
['a', [9802, 9803]]
['a', [9816, 9817]]
['a', [9821, 9822]]
['a', [9835, 9836]]
['a', [9845, 9846]]
['a', [9849, 9850]]
['a', [9867, 9868]]
['a', [9871, 9872]]
['a', [9882, 9883]]
['a', [9895, 9896]]
['a', [9899, 9900]]
['a', [9907, 9908]]
['a', [9917, 9918]]
['a', [9926, 9927]]
['a', [9930, 9931]]
['a', [9933, 9934]]
['a', [9941, 9942]]
['a', [9947, 9948]]
['a', [9955, 9956]]
['a', [9963, 9964]]
['a', [9968, 9969]]
['a', [9989, 9990]]
['a', [10003, 10004]]
['a', [10008, 10009]]
['a', [10013, 10014]]
['a', [10021, 10022]]
['a', [10033, 10034]]
['a', [10042, 10043]]
['a', [10045, 10046]]
['a', [10059, 10060]]
['a', [10075, 10076]]
['a', [10083, 10084]]
['a', [10086, 10087]]
['a', [10101, 10102]]
['a', [10159, 10160]]
['a', [10199, 10200]]
['a', [10204, 10205]]
['a', [10243, 10244]]
['a', [10273, 10274]]
['a', [10280, 10281]]
['a', [10294, 10295]]
['a', [10332, 10333]]
['a', [10337, 10338]]
['a', [10348, 10349]]
['a', [10356, 10357]]
['a', [10361, 10362]]
['a', [10387, 10388]]
['a', [10393, 10394]]
['a', [10424, 10425]]
['a', [10430, 10431]]
['a', [10453, 10454]]
['a', [10477, 10478]]
['a', [10481, 10482]]
['a', [10486, 10487]]
['a', [10504, 10505]]
['a', [10514, 10515]]
['a', [10519, 10520]]
['a', [10524, 10525]]
['a', [10532, 10533]]
['a', [10542, 10543]]
['a', [10547, 10548]]
['a', [10551, 10552]]
['a', [10561, 10562]]
['a', [10565, 10566]]
['a', [10580, 10581]]
['a', [10585, 10586]]
['a', [10590, 10591]]
['a', [10593, 10594]]
['a', [10599, 10600]]
['a', [10603, 10604]]
['a', [10606, 10607]]
['a', [10610, 10611]]
['a', [10627, 10628]]
['a', [10635, 10636]]
['a', [10654, 10655]]
['a', [10661, 10662]]
['a', [10664, 10665]]
['a', [10666, 10667]]
['a', [10680, 10681]]
['a', [10711, 10712]]
['a', [10727, 10728]]
['a', [10740, 10741]]
['a', [10750, 10751]]
['a', [10757, 10758]]
['a', [10760, 10761]]
['a', [10762, 10763]]
['a', [10771, 10772]]
['a', [10778, 10779]]
['a', [10781, 10782]]
['a', [10783, 10784]]
['a', [10804, 10805]]
['a', [10807, 10808]]
['a', [10811, 10812]]
['a', [10821, 10822]]
['a', [10853, 10854]]
['a', [10862, 10863]]
['a', [10887, 10888]]
['a', [10892, 10893]]
['a', [10904, 10905]]
['a', [10909, 10910]]
['a', [10928, 10929]]
['a', [10948, 10949]]
['a', [10961, 10962]]
['a', [10969, 10970]]
['a', [10987, 10988]]
['a', [10991, 10992]]
['a', [10994, 10995]]
['a', [11000, 11001]]
['a', [11005, 11006]]
['a', [11049, 11050]]
['a', [11055, 11056]]
['a', [11069, 11070]]
['a', [11071, 11072]]
['a', [11075, 11076]]
['a', [11080, 11081]]
['a', [11091, 11092]]
['a', [11113, 11114]]
['a', [11116, 11117]]
['a', [11125, 11126]]
['a', [11193, 11194]]
['a', [11202, 11203]]
['a', [11212, 11213]]
['a', [11227, 11228]]
['a', [11237, 11238]]
['a', [11252, 11253]]
['a', [11255, 11256]]
['a', [11258, 11259]]
['a', [11277, 11278]]
['a', [11286, 11287]]
['a', [11295, 11296]]
['a', [11298, 11299]]
['a', [11335, 11336]]
['a', [11344, 11345]]
['a', [11357, 11358]]
['a', [11366, 11367]]
['a', [11372, 11373]]
['a', [11399, 11400]]
['a', [11406, 11407]]
['a', [11428, 11429]]
['a', [11442, 11443]]
['a', [11470, 11471]]
['a', [11502, 11503]]
['a', [11513, 11514]]
['a', [11517, 11518]]
['a', [11537, 11538]]
['a', [11549, 11550]]
['a', [11552, 11553]]
['a', [11587, 11588]]
['a', [11590, 11591]]
['a', [11602, 11603]]
['a', [11640, 11641]]
['a', [11649, 11650]]
['a', [11652, 11653]]
['a', [11657, 11658]]
['a', [11662, 11663]]
['a', [11674, 11675]]
['a', [11682, 11683]]
['a', [11717, 11718]]
['a', [11720, 11721]]
['a', [11724, 11725]]
['a', [11731, 11732]]
['a', [11741, 11742]]
['a', [11747, 11748]]
['a', [11775, 11776]]
['a', [11781, 11782]]
['a', [11835, 11836]]
['a', [11838, 11839]]
['a', [11861, 11862]]
['a', [11892, 11893]]
['a', [11906, 11907]]
['a', [11912, 11913]]
['a', [11934, 11935]]
['a', [11945, 11946]]
['a', [11949, 11950]]
['a', [11951, 11952]]
['a', [11954, 11955]]
['a', [11976, 11977]]
['a', [12002, 12003]]
['a', [12012, 12013]]
['a', [12062, 12063]]
['a', [12067, 12068]]
['a', [12083, 12084]]
['a', [12097, 12098]]
['a', [12121, 12122]]
['a', [12128, 12129]]
['a', [12133, 12134]]
['a', [12163, 12164]]
['a', [12173, 12174]]
['a', [12177, 12178]]
['a', [12181, 12182]]
['a', [12203, 12204]]
['a', [12216, 12217]]
['a', [12220, 12221]]
['a', [12234, 12235]]
['a', [12276, 12277]]
['a', [12279, 12280]]
['a', [12304, 12305]]
['a', [12322, 12323]]
['a', [12332, 12333]]
['a', [12336, 12337]]
['a', [12394, 12395]]
['a', [12398, 12399]]
['a', [12404, 12405]]
['a', [12429, 12430]]
['a', [12441, 12442]]
['a', [12445, 12446]]
['a', [12461, 12462]]
['a', [12485, 12486]]
['a', [12489, 12490]]
['a', [12515, 12516]]
['a', [12546, 12547]]
['a', [12555, 12556]]
['a', [12615, 12616]]
['a', [12618, 12619]]
['a', [12622, 12623]]
['a', [12641, 12642]]
['a', [12650, 12651]]
['a', [12659, 12660]]
['a', [12703, 12704]]
['a', [12706, 12707]]
['a', [12712, 12713]]
['a', [12716, 12717]]
['a', [12724, 12725]]
['a', [12727, 12728]]
['a', [12745, 12746]]
['a', [12758, 12759]]
['a', [12782, 12783]]
['a', [12789, 12790]]
['a', [12818, 12819]]
['a', [12827, 12828]]
['a', [12837, 12838]]
['a', [12856, 12857]]
['a', [12871, 12872]]
['a', [12877, 12878]]
['a', [12884, 12885]]
['a', [12901, 12902]]
['a', [12905, 12906]]
['a', [12915, 12916]]
['a', [12934, 12935]]
['a', [12962, 12963]]
['a', [12972, 12973]]
['a', [12975, 12976]]
['a', [12997, 12998]]
['a', [13004, 13005]]
['a', [13015, 13016]]
['a', [13031, 13032]]
['a', [13042, 13043]]
['a', [13044, 13045]]
['a', [13050, 13051]]
['a', [13057, 13058]]
['a', [13063, 13064]]
['a', [13073, 13074]]
['a', [13076, 13077]]
['a', [13091, 13092]]
['a', [13103, 13104]]
['a', [13108, 13109]]
['a', [13112, 13113]]
['a', [13141, 13142]]
['a', [13159, 13160]]
['a', [13164, 13165]]
['a', [13170, 13171]]
['a', [13174, 13175]]
['a', [13180, 13181]]
['a', [13190, 13191]]
['a', [13205, 13206]]
['a', [13221, 13222]]
['a', [13226, 13227]]
['a', [13256, 13257]]
['a', [13259, 13260]]
['a', [13267, 13268]]
['a', [13277, 13278]]
['a', [13282, 13283]]
['a', [13297, 13298]]
['a', [13300, 13301]]
['a', [13324, 13325]]
['a', [13328, 13329]]
['a', [13338, 13339]]
['a', [13347, 13348]]
['a', [13367, 13368]]
['a', [13372, 13373]]
['a', [13378, 13379]]
['a', [13409, 13410]]
['a', [13414, 13415]]
['a', [13427, 13428]]
['a', [13435, 13436]]
['a', [13455, 13456]]
['a', [13460, 13461]]
['a', [13485, 13486]]
['a', [13493, 13494]]
['a', [13542, 13543]]
['a', [13578, 13579]]
['a', [13590, 13591]]
['a', [13605, 13606]]
['a', [13612, 13613]]
['a', [13624, 13625]]
['a', [13626, 13627]]
['a', [13636, 13637]]
['a', [13640, 13641]]
['a', [13659, 13660]]
['a', [13668, 13669]]
['a', [13676, 13677]]
['a', [13679, 13680]]
['a', [13690, 13691]]
['a', [13695, 13696]]
['a', [13704, 13705]]
['a', [13712, 13713]]
['a', [13715, 13716]]
['a', [13737, 13738]]
['a', [13746, 13747]]
['a', [13754, 13755]]
['a', [13757, 13758]]
['a', [13768, 13769]]
['a', [13778, 13779]]
['a', [13787, 13788]]
['a', [13795, 13796]]
['a', [13798, 13799]]
['a', [13811, 13812]]
['a', [13815, 13816]]
['a', [13825, 13826]]
['a', [13834, 13835]]
['a', [13842, 13843]]
['a', [13845, 13846]]
['a', [13857, 13858]]
['a', [13872, 13873]]
['a', [13882, 13883]]
['a', [13890, 13891]]
['a', [13893, 13894]]
['a', [13908, 13909]]
['a', [13913, 13914]]
['a', [13916, 13917]]
['a', [13922, 13923]]
['a', [13926, 13927]]
['a', [13932, 13933]]
['a', [13955, 13956]]
['a', [13967, 13968]]
['a', [13978, 13979]]
['a', [13995, 13996]]
['a', [14013, 14014]]
['a', [14016, 14017]]
['a', [14037, 14038]]
['a', [14062, 14063]]
['a', [14076, 14077]]
['a', [14087, 14088]]
['a', [14096, 14097]]
['a', [14100, 14101]]
['a', [14103, 14104]]
['a', [14120, 14121]]
['a', [14126, 14127]]
['a', [14134, 14135]]
['a', [14142, 14143]]
['a', [14148, 14149]]
['a', [14160, 14161]]
['a', [14165, 14166]]
['a', [14176, 14177]]
['a', [14184, 14185]]
['a', [14189, 14190]]
['a', [14205, 14206]]
['a', [14210, 14211]]
['a', [14217, 14218]]
['a', [14222, 14223]]
['a', [14236, 14237]]
['a', [14241, 14242]]
['a', [14252, 14253]]
['a', [14258, 14259]]
['a', [14263, 14264]]
['a', [14268, 14269]]
['a', [14271, 14272]]
['a', [14280, 14281]]
['a', [14290, 14291]]
['a', [14293, 14294]]
['a', [14296, 14297]]
['a', [14304, 14305]]
['a', [14309, 14310]]
['a', [14315, 14316]]
['a', [14328, 14329]]
['a', [14331, 14332]]
['a', [14334, 14335]]
['a', [14339, 14340]]
['a', [14358, 14359]]
['a', [14365, 14366]]
['a', [14390, 14391]]
['a', [14395, 14396]]
['a', [14409, 14410]]
['a', [14414, 14415]]
['a', [14428, 14429]]
['a', [14438, 14439]]
['a', [14442, 14443]]
['a', [14460, 14461]]
['a', [14464, 14465]]
['a', [14475, 14476]]
['a', [14488, 14489]]
['a', [14492, 14493]]
['a', [14500, 14501]]
['a', [14510, 14511]]
['a', [14519, 14520]]
['a', [14523, 14524]]
['a', [14526, 14527]]
['a', [14534, 14535]]
['a', [14540, 14541]]
['a', [14548, 14549]]
['a', [14556, 14557]]
['a', [14561, 14562]]
['a', [14582, 14583]]
['a', [14596, 14597]]
['a', [14601, 14602]]
['a', [14606, 14607]]
['a', [14614, 14615]]
['a', [14626, 14627]]
['a', [14635, 14636]]
['a', [14638, 14639]]
['a', [14652, 14653]]
['a', [14668, 14669]]
['a', [14676, 14677]]
['a', [14679, 14680]]
['a', [14694, 14695]]
['a', [14752, 14753]]
['a', [14793, 14794]]
['a', [14798, 14799]]
['a', [14837, 14838]]
['a', [14867, 14868]]
['a', [14874, 14875]]
['a', [14888, 14889]]
['a', [14926, 14927]]
['a', [14931, 14932]]
['a', [14942, 14943]]
['a', [14950, 14951]]
['a', [14955, 14956]]
['a', [14981, 14982]]
['a', [14987, 14988]]
['a', [15018, 15019]]
['a', [15024, 15025]]
['a', [15047, 15048]]
['a', [15071, 15072]]
['a', [15075, 15076]]
['a', [15080, 15081]]
['a', [15098, 15099]]
['a', [15108, 15109]]
['a', [15113, 15114]]
['a', [15118, 15119]]
['a', [15126, 15127]]
['a', [15136, 15137]]
['a', [15141, 15142]]
['a', [15145, 15146]]
['a', [15155, 15156]]
['a', [15159, 15160]]
['a', [15174, 15175]]
['a', [15179, 15180]]
['a', [15184, 15185]]
['a', [15187, 15188]]
['a', [15193, 15194]]
['a', [15197, 15198]]
['a', [15200, 15201]]
['a', [15204, 15205]]
['a', [15221, 15222]]
['a', [15229, 15230]]
['a', [15248, 15249]]
['a', [15255, 15256]]
['a', [15258, 15259]]
['a', [15260, 15261]]
['a', [15274, 15275]]
['a', [15305, 15306]]
['a', [15321, 15322]]
['a', [15334, 15335]]
['a', [15345, 15346]]
['a', [15352, 15353]]
['a', [15355, 15356]]
['a', [15357, 15358]]
['a', [15366, 15367]]
['a', [15373, 15374]]
['a', [15376, 15377]]
['a', [15378, 15379]]
['a', [15399, 15400]]
['a', [15402, 15403]]
['a', [15406, 15407]]
['a', [15416, 15417]]
['a', [15448, 15449]]
['a', [15457, 15458]]
['a', [15482, 15483]]
['a', [15487, 15488]]
['a', [15499, 15500]]
['a', [15504, 15505]]
['a', [15523, 15524]]
['a', [15543, 15544]]
['a', [15574, 15575]]
['a', [15619, 15620]]
['a', [15635, 15636]]
['a', [15642, 15643]]
['a', [15664, 15665]]
['a', [15674, 15675]]
['a', [15677, 15678]]
['a', [15687, 15688]]
['a', [15691, 15692]]
['a', [15696, 15697]]
['a', [15728, 15729]]
['a', [15746, 15747]]
['a', [15749, 15750]]
['a', [15752, 15753]]
['a', [15785, 15786]]
['a', [15788, 15789]]
['a', [15792, 15793]]
['a', [15799, 15800]]
['a', [15812, 15813]]
['a', [15826, 15827]]
['a', [15832, 15833]]
['a', [15843, 15844]]
['a', [15849, 15850]]
['a', [15856, 15857]]
['a', [15873, 15874]]
['a', [15876, 15877]]
['a', [15880, 15881]]
['a', [15887, 15888]]
['a', [15915, 15916]]
['a', [15931, 15932]]
['a', [15941, 15942]]
['a', [15957, 15958]]
['a', [15984, 15985]]
['a', [15995, 15996]]
['a', [16007, 16008]]
['a', [16015, 16016]]
['a', [16055, 16056]]
['a', [16109, 16110]]
['a', [16123, 16124]]
['a', [16151, 16152]]
['a', [16154, 16155]]
['a', [16163, 16164]]
['a', [16181, 16182]]
['a', [16190, 16191]]
['a', [16195, 16196]]
['a', [16222, 16223]]
['a', [16228, 16229]]
['a', [16233, 16234]]
['a', [16289, 16290]]
['a', [16299, 16300]]
['a', [16304, 16305]]
['a', [16311, 16312]]
['a', [16330, 16331]]
['a', [16380, 16381]]
['a', [16447, 16448]]
['a', [16452, 16453]]
['a', [16462, 16463]]
['a', [16473, 16474]]
['a', [16478, 16479]]
['a', [16491, 16492]]
['a', [16499, 16500]]
['a', [16503, 16504]]
['a', [16530, 16531]]
['a', [16538, 16539]]
['a', [16541, 16542]]
['a', [16561, 16562]]
['a', [16604, 16605]]
['a', [16612, 16613]]
['a', [16615, 16616]]
['a', [16624, 16625]]
['a', [16630, 16631]]
['a', [16667, 16668]]
['a', [16685, 16686]]
['a', [16689, 16690]]
['a', [16713, 16714]]
['a', [16734, 16735]]
['a', [16751, 16752]]
['a', [16763, 16764]]
['a', [16793, 16794]]
['a', [16813, 16814]]
['a', [16832, 16833]]
['a', [16836, 16837]]
['a', [16842, 16843]]
['a', [16851, 16852]]
['a', [16856, 16857]]
['a', [16896, 16897]]
['a', [16901, 16902]]
['a', [16907, 16908]]
['a', [16911, 16912]]
['a', [16959, 16960]]
['a', [16975, 16976]]
['a', [16986, 16987]]
['a', [16991, 16992]]
['a', [17001, 17002]]
['a', [17004, 17005]]
['a', [17008, 17009]]
['a', [17018, 17019]]
['a', [17045, 17046]]
['a', [17053, 17054]]
['a', [17084, 17085]]
['a', [17087, 17088]]
['a', [17091, 17092]]
['a', [17101, 17102]]
['a', [17128, 17129]]
['a', [17142, 17143]]
['a', [17165, 17166]]
['a', [17168, 17169]]
['a', [17172, 17173]]
['a', [17182, 17183]]
['a', [17230, 17231]]
['a', [17275, 17276]]
['a', [17291, 17292]]
['a', [17298, 17299]]
['a', [17320, 17321]]
['a', [17330, 17331]]
['a', [17333, 17334]]
['a', [17343, 17344]]
['a', [17347, 17348]]
['a', [17352, 17353]]
['a', [17384, 17385]]
['a', [17402, 17403]]
['a', [17405, 17406]]
['a', [17408, 17409]]
['a', [17441, 17442]]
['a', [17444, 17445]]
['a', [17448, 17449]]
['a', [17455, 17456]]
['a', [17468, 17469]]
['a', [17482, 17483]]
['a', [17488, 17489]]
['a', [17499, 17500]]
['a', [17505, 17506]]
['a', [17512, 17513]]
['a', [17529, 17530]]
['a', [17532, 17533]]
['a', [17536, 17537]]
['a', [17543, 17544]]
['a', [17571, 17572]]
['a', [17587, 17588]]
['a', [17597, 17598]]
['a', [17613, 17614]]
['a', [17640, 17641]]
['a', [17651, 17652]]
['a', [17663, 17664]]
['a', [17671, 17672]]
['a', [17711, 17712]]
['a', [17765, 17766]]
['a', [17779, 17780]]
['a', [17807, 17808]]
['a', [17810, 17811]]
['a', [17819, 17820]]
['a', [17837, 17838]]
['a', [17846, 17847]]
['a', [17851, 17852]]
['a', [17878, 17879]]
['a', [17884, 17885]]
['a', [17889, 17890]]
['a', [17945, 17946]]
['a', [17955, 17956]]
['a', [17960, 17961]]
['a', [17967, 17968]]
['a', [17986, 17987]]
['a', [18036, 18037]]
['a', [18103, 18104]]
['a', [18108, 18109]]
['a', [18118, 18119]]
['a', [18129, 18130]]
['a', [18134, 18135]]
['a', [18147, 18148]]
['a', [18155, 18156]]
['a', [18159, 18160]]
['a', [18186, 18187]]
['a', [18194, 18195]]
['a', [18197, 18198]]
['a', [18217, 18218]]
['a', [18260, 18261]]
['a', [18268, 18269]]
['a', [18271, 18272]]
['a', [18280, 18281]]
['a', [18286, 18287]]
['a', [18323, 18324]]
['a', [18341, 18342]]
['a', [18345, 18346]]
['a', [18369, 18370]]
['a', [18390, 18391]]
['a', [18407, 18408]]
['a', [18419, 18420]]
['a', [18449, 18450]]
['a', [18469, 18470]]
['a', [18488, 18489]]
['a', [18492, 18493]]
['a', [18498, 18499]]
['a', [18507, 18508]]
['a', [18512, 18513]]
['a', [18552, 18553]]
['a', [18557, 18558]]
['a', [18563, 18564]]
['a', [18567, 18568]]
['a', [18615, 18616]]
['a', [18631, 18632]]
['a', [18642, 18643]]
['a', [18647, 18648]]
['a', [18657, 18658]]
['a', [18660, 18661]]
['a', [18664, 18665]]
['a', [18674, 18675]]
['a', [18701, 18702]]
['a', [18709, 18710]]
['a', [18740, 18741]]
['a', [18743, 18744]]
['a', [18747, 18748]]
['a', [18757, 18758]]
['a', [18784, 18785]]
['a', [18798, 18799]]
['a', [18821, 18822]]
['a', [18824, 18825]]
['a', [18828, 18829]]
['a', [18838, 18839]]
['a', [18877, 18878]]
['a', [18900, 18901]]
['a', [18914, 18915]]
['a', [18924, 18925]]
['a', [18949, 18950]]
['a', [18970, 18971]]
['a', [18980, 18981]]
['a', [18991, 18992]]
['a', [18998, 18999]]
['a', [19018, 19019]]
['a', [19025, 19026]]
['a', [19087, 19088]]
['a', [19101, 19102]]
['a', [19123, 19124]]
['a', [19223, 19224]]
['a', [19246, 19247]]
['a', [19286, 19287]]
['a', [19292, 19293]]
