genia tagger: 5668['jakob-creutzfeldt', [60, 77]]
['a', [19298, 19299]]
['a', [19320, 19321]]
['a', [19322, 19323]]
['a', [19331, 19332]]
['a', [19337, 19338]]
['a', [19363, 19364]]
['a', [19367, 19368]]
['a', [19374, 19375]]
['a', [19383, 19384]]
['a', [19399, 19400]]
['a', [19406, 19407]]
['a', [19409, 19410]]
['a', [19415, 19416]]
['a', [19440, 19441]]
['a', [19442, 19443]]
['a', [19446, 19447]]
['a', [19451, 19452]]
['a', [19455, 19456]]
['a', [19469, 19470]]
['a', [19480, 19481]]
['a', [19497, 19498]]
['a', [19506, 19507]]
['a', [19519, 19520]]
['a', [19538, 19539]]
['a', [19546, 19547]]
['a', [19576, 19577]]
['a', [19590, 19591]]
['a', [19596, 19597]]
['a', [19600, 19601]]
['a', [19611, 19612]]
['a', [19617, 19618]]
['a', [19629, 19630]]
['a', [19659, 19660]]
['a', [19694, 19695]]
['a', [19709, 19710]]
['a', [19714, 19715]]
['a', [19763, 19764]]
['a', [19766, 19767]]
['a', [19772, 19773]]
['a', [19783, 19784]]
['a', [19812, 19813]]
['a', [19826, 19827]]
['a', [19840, 19841]]
['a', [19861, 19862]]
['a', [19867, 19868]]
['a', [19902, 19903]]
['a', [19915, 19916]]
['a', [19922, 19923]]
['a', [19930, 19931]]
['a', [19951, 19952]]
['a', [19967, 19968]]
['a', [20007, 20008]]
['a', [20028, 20029]]
['a', [20036, 20037]]
['a', [20040, 20041]]
['a', [20054, 20055]]
['a', [20078, 20079]]
['a', [20081, 20082]]
['a', [20092, 20093]]
['a', [20099, 20100]]
['a', [20127, 20128]]
['a', [20138, 20139]]
['a', [20142, 20143]]
['a', [20170, 20171]]
['a', [20175, 20176]]
['a', [20194, 20195]]
['a', [20236, 20237]]
['a', [20239, 20240]]
['a', [20310, 20311]]
['a', [20331, 20332]]
['a', [20368, 20369]]
['a', [20379, 20380]]
['a', [20412, 20413]]
['a', [20421, 20422]]
['a', [20433, 20434]]
['a', [20465, 20466]]
['a', [20487, 20488]]
['a', [20507, 20508]]
['a', [20529, 20530]]
['a', [20538, 20539]]
['a', [20543, 20544]]
['a', [20556, 20557]]
['a', [20566, 20567]]
['a', [20569, 20570]]
['a', [20590, 20591]]
['a', [20595, 20596]]
['a', [20605, 20606]]
['a', [20615, 20616]]
['a', [20623, 20624]]
['a', [20632, 20633]]
['a', [20635, 20636]]
['a', [20674, 20675]]
['a', [20683, 20684]]
['a', [20691, 20692]]
['a', [20696, 20697]]
['a', [20731, 20732]]
['a', [20736, 20737]]
['a', [20764, 20765]]
['a', [20767, 20768]]
['a', [20778, 20779]]
['a', [20782, 20783]]
['a', [20807, 20808]]
['a', [20815, 20816]]
['a', [20840, 20841]]
['a', [20880, 20881]]
['a', [20929, 20930]]
['a', [20951, 20952]]
['a', [20958, 20959]]
['a', [20967, 20968]]
['a', [20979, 20980]]
['a', [20993, 20994]]
['a', [21005, 21006]]
['a', [21012, 21013]]
['a', [21021, 21022]]
['a', [21024, 21025]]
['a', [21026, 21027]]
['a', [21033, 21034]]
['a', [21040, 21041]]
['a', [21065, 21066]]
['a', [21082, 21083]]
['a', [21085, 21086]]
['a', [21090, 21091]]
['a', [21094, 21095]]
['a', [21102, 21103]]
['a', [21105, 21106]]
['a', [21111, 21112]]
['a', [21115, 21116]]
['a', [21123, 21124]]
['a', [21143, 21144]]
['a', [21153, 21154]]
['a', [21166, 21167]]
['a', [21169, 21170]]
['a', [21174, 21175]]
['a', [21183, 21184]]
['a', [21187, 21188]]
['a', [21189, 21190]]
['a', [21201, 21202]]
['a', [21209, 21210]]
['a', [21230, 21231]]
['a', [21234, 21235]]
['a', [21243, 21244]]
['a', [21248, 21249]]
['a', [21266, 21267]]
['a', [21269, 21270]]
['a', [21275, 21276]]
['a', [21286, 21287]]
['a', [21295, 21296]]
['a', [21341, 21342]]
['a', [21346, 21347]]
['a', [21353, 21354]]
['a', [21358, 21359]]
['a', [21364, 21365]]
['a', [21393, 21394]]
['a', [21403, 21404]]
['a', [21413, 21414]]
['a', [21423, 21424]]
['a', [21427, 21428]]
['a', [21434, 21435]]
['a', [21438, 21439]]
['a', [21457, 21458]]
['a', [21488, 21489]]
['a', [21493, 21494]]
['a', [21506, 21507]]
['a', [21510, 21511]]
['a', [21535, 21536]]
['a', [21548, 21549]]
['a', [21554, 21555]]
['a', [21561, 21562]]
['a', [21591, 21592]]
['a', [21605, 21606]]
['a', [21612, 21613]]
['a', [21616, 21617]]
['a', [21621, 21622]]
['a', [21637, 21638]]
['a', [21697, 21698]]
['a', [21739, 21740]]
['a', [21748, 21749]]
['a', [21771, 21772]]
['a', [21807, 21808]]
['a', [21812, 21813]]
['a', [21825, 21826]]
['a', [21836, 21837]]
['a', [21868, 21869]]
['a', [21891, 21892]]
['a', [21907, 21908]]
['a', [21948, 21949]]
['a', [21969, 21970]]
['a', [21972, 21973]]
['a', [21981, 21982]]
['a', [21989, 21990]]
['a', [22026, 22027]]
['a', [22032, 22033]]
['a', [22041, 22042]]
['a', [22057, 22058]]
['a', [22084, 22085]]
['a', [22089, 22090]]
['a', [22099, 22100]]
['a', [22120, 22121]]
['a', [22141, 22142]]
['a', [22152, 22153]]
['a', [22157, 22158]]
['a', [22172, 22173]]
['a', [22176, 22177]]
['a', [22244, 22245]]
['a', [22252, 22253]]
['a', [22274, 22275]]
['a', [22287, 22288]]
['a', [22301, 22302]]
['a', [22316, 22317]]
['a', [22330, 22331]]
['a', [22334, 22335]]
['a', [22336, 22337]]
['a', [22338, 22339]]
['a', [22345, 22346]]
['a', [22354, 22355]]
['a', [22386, 22387]]
['a', [22390, 22391]]
['a', [22405, 22406]]
['a', [22434, 22435]]
['a', [22440, 22441]]
['a', [22473, 22474]]
['a', [22496, 22497]]
['a', [22498, 22499]]
['a', [22500, 22501]]
['a', [22507, 22508]]
['a', [22512, 22513]]
['a', [22518, 22519]]
['a', [22528, 22529]]
['a', [22567, 22568]]
['a', [22576, 22577]]
['a', [22585, 22586]]
['a', [22590, 22591]]
['a', [22598, 22599]]
['a', [22604, 22605]]
['a', [22609, 22610]]
['a', [22636, 22637]]
['a', [22699, 22700]]
['a', [22709, 22710]]
['a', [22732, 22733]]
['a', [22743, 22744]]
['a', [22771, 22772]]
['a', [22777, 22778]]
['a', [22789, 22790]]
['a', [22803, 22804]]
['a', [22808, 22809]]
['a', [22841, 22842]]
['a', [22846, 22847]]
['a', [22852, 22853]]
['a', [22885, 22886]]
['a', [22894, 22895]]
['a', [22898, 22899]]
['a', [22907, 22908]]
['a', [22930, 22931]]
['a', [22945, 22946]]
['a', [22958, 22959]]
['a', [22963, 22964]]
['a', [22968, 22969]]
['a', [22974, 22975]]
['a', [22992, 22993]]
['a', [22997, 22998]]
['a', [23039, 23040]]
['a', [23076, 23077]]
['a', [23085, 23086]]
['a', [23113, 23114]]
['a', [23130, 23131]]
['a', [23151, 23152]]
['a', [23154, 23155]]
['a', [23157, 23158]]
['a', [23185, 23186]]
['a', [23193, 23194]]
['a', [23234, 23235]]
['a', [23250, 23251]]
['a', [23266, 23267]]
['a', [23270, 23271]]
['a', [23286, 23287]]
['a', [23312, 23313]]
['a', [23361, 23362]]
['a', [23373, 23374]]
['a', [23375, 23376]]
['a', [23388, 23389]]
['a', [23439, 23440]]
['a', [23453, 23454]]
['a', [23460, 23461]]
['a', [23467, 23468]]
['a', [23470, 23471]]
['a', [23478, 23479]]
['a', [23488, 23489]]
['a', [23491, 23492]]
['a', [23498, 23499]]
['a', [23536, 23537]]
['a', [23552, 23553]]
['a', [23555, 23556]]
['a', [23570, 23571]]
['a', [23584, 23585]]
['a', [23589, 23590]]
['a', [23612, 23613]]
['a', [23656, 23657]]
['a', [23674, 23675]]
['a', [23684, 23685]]
['a', [23691, 23692]]
['a', [23696, 23697]]
['a', [23707, 23708]]
['a', [23721, 23722]]
['a', [23731, 23732]]
['a', [23747, 23748]]
['a', [23754, 23755]]
['a', [23762, 23763]]
['a', [23766, 23767]]
['a', [23775, 23776]]
['a', [23776, 23777]]
['a', [23780, 23781]]
['a', [23785, 23786]]
['a', [23802, 23803]]
['a', [23806, 23807]]
['a', [23826, 23827]]
['a', [23854, 23855]]
['a', [23858, 23859]]
['a', [23868, 23869]]
['a', [23876, 23877]]
['a', [23881, 23882]]
['a', [23894, 23895]]
['a', [23900, 23901]]
['a', [23913, 23914]]
['a', [23922, 23923]]
['a', [23927, 23928]]
['a', [23974, 23975]]
['a', [23999, 24000]]
['a', [24009, 24010]]
['a', [24015, 24016]]
['a', [24027, 24028]]
['a', [24031, 24032]]
['a', [24041, 24042]]
['a', [24054, 24055]]
['a', [24063, 24064]]
['a', [24069, 24070]]
['a', [24077, 24078]]
['a', [24089, 24090]]
['a', [24100, 24101]]
['a', [24118, 24119]]
['a', [24123, 24124]]
['a', [24127, 24128]]
['a', [24183, 24184]]
['a', [24191, 24192]]
['a', [24202, 24203]]
['a', [24206, 24207]]
['a', [24211, 24212]]
['a', [24217, 24218]]
['a', [24226, 24227]]
['a', [24238, 24239]]
['a', [24243, 24244]]
['a', [24252, 24253]]
['a', [24295, 24296]]
['a', [24307, 24308]]
['a', [24338, 24339]]
['a', [24342, 24343]]
['a', [24349, 24350]]
['a', [24360, 24361]]
['a', [24365, 24366]]
['a', [24392, 24393]]
['a', [24409, 24410]]
['a', [24418, 24419]]
['a', [24448, 24449]]
['a', [24455, 24456]]
['a', [24463, 24464]]
['a', [24468, 24469]]
['a', [24475, 24476]]
['a', [24494, 24495]]
['a', [24504, 24505]]
['a', [24522, 24523]]
['a', [24532, 24533]]
['a', [24588, 24589]]
['a', [24600, 24601]]
['a', [24603, 24604]]
['a', [24609, 24610]]
['a', [24630, 24631]]
['a', [24634, 24635]]
['a', [24686, 24687]]
['a', [24697, 24698]]
['a', [24706, 24707]]
['a', [24720, 24721]]
['a', [24727, 24728]]
['a', [24747, 24748]]
['a', [24798, 24799]]
['a', [24841, 24842]]
['a', [24872, 24873]]
['a', [24891, 24892]]
['a', [24903, 24904]]
['a', [24914, 24915]]
['a', [24916, 24917]]
['a', [24926, 24927]]
['a', [24940, 24941]]
['a', [24948, 24949]]
['a', [24954, 24955]]
['a', [24970, 24971]]
['a', [24979, 24980]]
['a', [24986, 24987]]
['a', [25000, 25001]]
['a', [25027, 25028]]
['a', [25032, 25033]]
['a', [25053, 25054]]
['a', [25057, 25058]]
['a', [25065, 25066]]
['a', [25069, 25070]]
['a', [25101, 25102]]
['a', [25137, 25138]]
['a', [25149, 25150]]
['a', [25190, 25191]]
['a', [25207, 25208]]
['a', [25217, 25218]]
['a', [25226, 25227]]
['a', [25246, 25247]]
['a', [25254, 25255]]
['a', [25272, 25273]]
['a', [25280, 25281]]
['a', [25286, 25287]]
['a', [25317, 25318]]
['a', [25356, 25357]]
['a', [25365, 25366]]
['a', [25372, 25373]]
['a', [25378, 25379]]
['a', [25383, 25384]]
['a', [25388, 25389]]
['a', [25400, 25401]]
['a', [25409, 25410]]
['a', [25444, 25445]]
['a', [25453, 25454]]
['a', [25478, 25479]]
['a', [25486, 25487]]
['a', [25490, 25491]]
['a', [25498, 25499]]
['a', [25503, 25504]]
['a', [25526, 25527]]
['a', [25531, 25532]]
['a', [25547, 25548]]
['a', [25580, 25581]]
['a', [25606, 25607]]
['a', [25611, 25612]]
['a', [25620, 25621]]
['a', [25655, 25656]]
['a', [25659, 25660]]
['a', [25664, 25665]]
['a', [25675, 25676]]
['a', [25713, 25714]]
['a', [25719, 25720]]
['a', [25736, 25737]]
['a', [25771, 25772]]
['a', [25779, 25780]]
['a', [25788, 25789]]
['a', [25804, 25805]]
['a', [25878, 25879]]
['a', [25894, 25895]]
['a', [25899, 25900]]
['a', [25909, 25910]]
['a', [25932, 25933]]
['a', [25946, 25947]]
['a', [25965, 25966]]
['a', [26000, 26001]]
['a', [26010, 26011]]
['a', [26017, 26018]]
['a', [26032, 26033]]
['a', [26035, 26036]]
['a', [26041, 26042]]
['a', [26049, 26050]]
['a', [26070, 26071]]
['a', [26086, 26087]]
['a', [26104, 26105]]
['a', [26107, 26108]]
['a', [26136, 26137]]
['a', [26147, 26148]]
['a', [26157, 26158]]
['a', [26164, 26165]]
['a', [26200, 26201]]
['a', [26203, 26204]]
['a', [26222, 26223]]
['a', [26229, 26230]]
['a', [26251, 26252]]
['a', [26269, 26270]]
['a', [26284, 26285]]
['a', [26291, 26292]]
['a', [26296, 26297]]
['a', [26312, 26313]]
['a', [26319, 26320]]
['a', [26334, 26335]]
['a', [26364, 26365]]
['a', [26382, 26383]]
['a', [26402, 26403]]
['a', [26411, 26412]]
['a', [26418, 26419]]
['a', [26469, 26470]]
['a', [26485, 26486]]
['a', [26496, 26497]]
['a', [26515, 26516]]
['a', [26543, 26544]]
['a', [26558, 26559]]
['a', [26582, 26583]]
['a', [26587, 26588]]
['a', [26604, 26605]]
['a', [26619, 26620]]
['a', [26633, 26634]]
['a', [26658, 26659]]
['a', [26677, 26678]]
['a', [26708, 26709]]
['a', [26714, 26715]]
['a', [26718, 26719]]
['a', [26727, 26728]]
['a', [26741, 26742]]
['a', [26747, 26748]]
['a', [26757, 26758]]
['a', [26766, 26767]]
['a', [26772, 26773]]
['a', [26778, 26779]]
['a', [26789, 26790]]
['a', [26799, 26800]]
['a', [26857, 26858]]
['a', [26897, 26898]]
['a', [26910, 26911]]
['a', [26981, 26982]]
['a', [26998, 26999]]
['a', [27004, 27005]]
['a', [27006, 27007]]
['a', [27024, 27025]]
['a', [27031, 27032]]
['a', [27045, 27046]]
['a', [27052, 27053]]
['a', [27075, 27076]]
['a', [27136, 27137]]
['a', [27142, 27143]]
['a', [27170, 27171]]
['a', [27181, 27182]]
['a', [27195, 27196]]
['a', [27225, 27226]]
['a', [27254, 27255]]
['a', [27257, 27258]]
['a', [27263, 27264]]
['a', [27272, 27273]]
['a', [27297, 27298]]
['a', [27317, 27318]]
['a', [27352, 27353]]
['a', [27375, 27376]]
['a', [27389, 27390]]
['a', [27399, 27400]]
['a', [27424, 27425]]
['a', [27445, 27446]]
['a', [27455, 27456]]
['a', [27466, 27467]]
['a', [27473, 27474]]
['a', [27493, 27494]]
['a', [27500, 27501]]
['a', [27562, 27563]]
['a', [27576, 27577]]
['a', [27598, 27599]]
['a', [27698, 27699]]
['a', [27721, 27722]]
['a', [27761, 27762]]
['a', [27767, 27768]]
['a', [27773, 27774]]
['a', [27795, 27796]]
['a', [27797, 27798]]
['a', [27806, 27807]]
['a', [27812, 27813]]
['a', [27838, 27839]]
['a', [27842, 27843]]
['a', [27849, 27850]]
['a', [27858, 27859]]
['a', [27874, 27875]]
['a', [27881, 27882]]
['a', [27884, 27885]]
['a', [27890, 27891]]
['a', [27915, 27916]]
['a', [27917, 27918]]
['a', [27921, 27922]]
['a', [27926, 27927]]
['a', [27930, 27931]]
['a', [27944, 27945]]
['a', [27955, 27956]]
['a', [27972, 27973]]
['a', [27981, 27982]]
['a', [27994, 27995]]
['a', [28013, 28014]]
['a', [28021, 28022]]
['a', [28051, 28052]]
['a', [28065, 28066]]
['a', [28071, 28072]]
['a', [28075, 28076]]
['a', [28086, 28087]]
['a', [28092, 28093]]
['a', [28104, 28105]]
['a', [28134, 28135]]
['a', [28169, 28170]]
['a', [28184, 28185]]
['a', [28189, 28190]]
['a', [28238, 28239]]
['a', [28241, 28242]]
['a', [28247, 28248]]
['a', [28258, 28259]]
['a', [28287, 28288]]
['a', [28301, 28302]]
['a', [28315, 28316]]
['a', [28336, 28337]]
['a', [28342, 28343]]
['a', [28377, 28378]]
['a', [28390, 28391]]
['a', [28397, 28398]]
['a', [28405, 28406]]
['a', [28426, 28427]]
['a', [28442, 28443]]
['a', [28482, 28483]]
['a', [28503, 28504]]
['a', [28511, 28512]]
['a', [28515, 28516]]
['a', [28529, 28530]]
['a', [28553, 28554]]
['a', [28556, 28557]]
['a', [28567, 28568]]
['a', [28574, 28575]]
['a', [28602, 28603]]
['a', [28613, 28614]]
['a', [28617, 28618]]
['a', [28645, 28646]]
['a', [28650, 28651]]
['a', [28669, 28670]]
['a', [28711, 28712]]
['a', [28714, 28715]]
['a', [28785, 28786]]
['a', [28806, 28807]]
['a', [28843, 28844]]
['a', [28854, 28855]]
['a', [28887, 28888]]
['a', [28896, 28897]]
['a', [28908, 28909]]
['a', [28940, 28941]]
['a', [28962, 28963]]
['a', [28982, 28983]]
['a', [29004, 29005]]
['a', [29013, 29014]]
['a', [29018, 29019]]
['a', [29031, 29032]]
['a', [29041, 29042]]
['a', [29044, 29045]]
['a', [29065, 29066]]
['a', [29070, 29071]]
['a', [29080, 29081]]
['a', [29090, 29091]]
['a', [29098, 29099]]
['a', [29107, 29108]]
['a', [29110, 29111]]
['a', [29149, 29150]]
['a', [29158, 29159]]
['a', [29166, 29167]]
['a', [29171, 29172]]
['a', [29206, 29207]]
['a', [29211, 29212]]
['a', [29239, 29240]]
['a', [29242, 29243]]
['a', [29253, 29254]]
['a', [29257, 29258]]
['a', [29282, 29283]]
['a', [29290, 29291]]
['a', [29315, 29316]]
['a', [29355, 29356]]
['a', [29404, 29405]]
['a', [29426, 29427]]
['a', [29433, 29434]]
['a', [29442, 29443]]
['a', [29454, 29455]]
['a', [29468, 29469]]
['a', [29480, 29481]]
['a', [29487, 29488]]
['a', [29496, 29497]]
['a', [29499, 29500]]
['a', [29501, 29502]]
['a', [29508, 29509]]
['a', [29515, 29516]]
['a', [29540, 29541]]
['a', [29557, 29558]]
['a', [29560, 29561]]
['a', [29565, 29566]]
['a', [29569, 29570]]
['a', [29577, 29578]]
['a', [29580, 29581]]
['a', [29586, 29587]]
['a', [29590, 29591]]
['a', [29598, 29599]]
['a', [29618, 29619]]
['a', [29628, 29629]]
['a', [29641, 29642]]
['a', [29644, 29645]]
['a', [29649, 29650]]
['a', [29658, 29659]]
['a', [29662, 29663]]
['a', [29664, 29665]]
['a', [29676, 29677]]
['a', [29684, 29685]]
['a', [29705, 29706]]
['a', [29709, 29710]]
['a', [29718, 29719]]
['a', [29723, 29724]]
['a', [29741, 29742]]
['a', [29744, 29745]]
['a', [29750, 29751]]
['a', [29761, 29762]]
['a', [29770, 29771]]
['a', [29816, 29817]]
['a', [29821, 29822]]
['a', [29828, 29829]]
['a', [29833, 29834]]
['a', [29839, 29840]]
['a', [29868, 29869]]
['a', [29878, 29879]]
['a', [29888, 29889]]
['a', [29898, 29899]]
['a', [29902, 29903]]
['a', [29909, 29910]]
['a', [29913, 29914]]
['a', [29932, 29933]]
['a', [29963, 29964]]
['a', [29968, 29969]]
['a', [29981, 29982]]
['a', [29985, 29986]]
['a', [30010, 30011]]
['a', [30023, 30024]]
['a', [30029, 30030]]
['a', [30036, 30037]]
['a', [30066, 30067]]
['a', [30080, 30081]]
['a', [30087, 30088]]
['a', [30091, 30092]]
['a', [30096, 30097]]
['a', [30112, 30113]]
['a', [30172, 30173]]
['a', [30214, 30215]]
['a', [30223, 30224]]
['a', [30246, 30247]]
['a', [30282, 30283]]
['a', [30287, 30288]]
['a', [30300, 30301]]
['a', [30311, 30312]]
['a', [30343, 30344]]
['a', [30366, 30367]]
['a', [30382, 30383]]
['a', [30423, 30424]]
['a', [30444, 30445]]
['a', [30447, 30448]]
['a', [30456, 30457]]
['a', [30464, 30465]]
['a', [30501, 30502]]
['a', [30507, 30508]]
['a', [30516, 30517]]
['a', [30532, 30533]]
['a', [30559, 30560]]
['a', [30564, 30565]]
['a', [30574, 30575]]
['a', [30595, 30596]]
['a', [30616, 30617]]
['a', [30627, 30628]]
['a', [30632, 30633]]
['a', [30647, 30648]]
['a', [30651, 30652]]
['a', [30719, 30720]]
['a', [30727, 30728]]
['a', [30749, 30750]]
['a', [30762, 30763]]
['a', [30776, 30777]]
['a', [30791, 30792]]
['a', [30805, 30806]]
['a', [30809, 30810]]
['a', [30811, 30812]]
['a', [30813, 30814]]
['a', [30820, 30821]]
['a', [30829, 30830]]
['a', [30861, 30862]]
['a', [30865, 30866]]
['a', [30880, 30881]]
['a', [30909, 30910]]
['a', [30915, 30916]]
['a', [30948, 30949]]
['a', [30971, 30972]]
['a', [30973, 30974]]
['a', [30975, 30976]]
['a', [30982, 30983]]
['a', [30987, 30988]]
['a', [30993, 30994]]
['a', [31003, 31004]]
['a', [31042, 31043]]
['a', [31051, 31052]]
['a', [31060, 31061]]
['a', [31065, 31066]]
['a', [31073, 31074]]
['a', [31079, 31080]]
['a', [31084, 31085]]
['a', [31111, 31112]]
['a', [31174, 31175]]
['a', [31184, 31185]]
['a', [31207, 31208]]
['a', [31218, 31219]]
['a', [31246, 31247]]
['a', [31252, 31253]]
['a', [31264, 31265]]
['a', [31278, 31279]]
['a', [31283, 31284]]
['a', [31316, 31317]]
['a', [31321, 31322]]
['a', [31327, 31328]]
['a', [31360, 31361]]
['a', [31369, 31370]]
['a', [31373, 31374]]
['a', [31382, 31383]]
['a', [31405, 31406]]
['a', [31420, 31421]]
['a', [31433, 31434]]
['a', [31438, 31439]]
['a', [31443, 31444]]
['a', [31449, 31450]]
['a', [31467, 31468]]
['a', [31472, 31473]]
['a', [31514, 31515]]
['a', [31551, 31552]]
['a', [31560, 31561]]
['a', [31588, 31589]]
['a', [31605, 31606]]
['a', [31626, 31627]]
['a', [31629, 31630]]
['a', [31632, 31633]]
['a', [31660, 31661]]
['a', [31668, 31669]]
['a', [31709, 31710]]
['a', [31725, 31726]]
['a', [31741, 31742]]
['a', [31745, 31746]]
['a', [31761, 31762]]
['a', [31787, 31788]]
['a', [31836, 31837]]
['a', [31848, 31849]]
['a', [31850, 31851]]
['a', [31863, 31864]]
['a', [31914, 31915]]
['a', [31928, 31929]]
['a', [31935, 31936]]
['a', [31942, 31943]]
['a', [31945, 31946]]
['a', [31953, 31954]]
['a', [31963, 31964]]
['a', [31966, 31967]]
['a', [31973, 31974]]
['a', [32011, 32012]]
['a', [32027, 32028]]
['a', [32030, 32031]]
['a', [32045, 32046]]
['a', [32059, 32060]]
['a', [32064, 32065]]
['a', [32087, 32088]]
['a', [32131, 32132]]
['a', [32149, 32150]]
['a', [32159, 32160]]
['a', [32166, 32167]]
['a', [32171, 32172]]
['a', [32182, 32183]]
['a', [32196, 32197]]
['a', [32206, 32207]]
['a', [32222, 32223]]
['a', [32229, 32230]]
['a', [32237, 32238]]
['a', [32241, 32242]]
['a', [32250, 32251]]
['a', [32251, 32252]]
['a', [32255, 32256]]
['a', [32260, 32261]]
['a', [32277, 32278]]
['a', [32281, 32282]]
['a', [32301, 32302]]
['a', [32329, 32330]]
['a', [32333, 32334]]
['a', [32343, 32344]]
['a', [32351, 32352]]
['a', [32356, 32357]]
['a', [32369, 32370]]
['a', [32375, 32376]]
['a', [32388, 32389]]
['a', [32397, 32398]]
['a', [32402, 32403]]
['a', [32449, 32450]]
['a', [32474, 32475]]
['a', [32484, 32485]]
['a', [32490, 32491]]
['a', [32502, 32503]]
['a', [32506, 32507]]
['a', [32516, 32517]]
['a', [32529, 32530]]
['a', [32538, 32539]]
['a', [32544, 32545]]
['a', [32552, 32553]]
['a', [32564, 32565]]
['a', [32575, 32576]]
['a', [32593, 32594]]
['a', [32598, 32599]]
['a', [32602, 32603]]
['a', [32658, 32659]]
['a', [32666, 32667]]
['a', [32677, 32678]]
['a', [32681, 32682]]
['a', [32686, 32687]]
['a', [32692, 32693]]
['a', [32701, 32702]]
['a', [32713, 32714]]
['a', [32718, 32719]]
['a', [32727, 32728]]
['a', [32770, 32771]]
['a', [32782, 32783]]
['a', [32813, 32814]]
['a', [32817, 32818]]
['a', [32824, 32825]]
['a', [32835, 32836]]
['a', [32840, 32841]]
['a', [32867, 32868]]
['a', [32884, 32885]]
['a', [32893, 32894]]
['a', [32923, 32924]]
['a', [32930, 32931]]
['a', [32938, 32939]]
['a', [32943, 32944]]
['a', [32950, 32951]]
['a', [32969, 32970]]
['a', [32979, 32980]]
['a', [32997, 32998]]
['a', [33007, 33008]]
['a', [33063, 33064]]
['a', [33075, 33076]]
['a', [33078, 33079]]
['a', [33084, 33085]]
['a', [33105, 33106]]
['a', [33109, 33110]]
['a', [33161, 33162]]
['a', [33172, 33173]]
['a', [33181, 33182]]
['a', [33195, 33196]]
['a', [33202, 33203]]
['a', [33222, 33223]]
['a', [33273, 33274]]
['a', [33316, 33317]]
['a', [33347, 33348]]
['a', [33366, 33367]]
['a', [33378, 33379]]
['a', [33389, 33390]]
['a', [33391, 33392]]
['a', [33401, 33402]]
['a', [33415, 33416]]
['a', [33423, 33424]]
['a', [33429, 33430]]
['a', [33445, 33446]]
['a', [33454, 33455]]
['a', [33461, 33462]]
['a', [33475, 33476]]
['a', [33502, 33503]]
['a', [33507, 33508]]
['a', [33528, 33529]]
['a', [33532, 33533]]
['a', [33540, 33541]]
['a', [33544, 33545]]
['a', [33576, 33577]]
['a', [33612, 33613]]
['a', [33624, 33625]]
['a', [33665, 33666]]
['a', [33682, 33683]]
['a', [33692, 33693]]
['a', [33701, 33702]]
['a', [33721, 33722]]
['a', [33729, 33730]]
['a', [33747, 33748]]
['a', [33755, 33756]]
['a', [33761, 33762]]
['a', [33792, 33793]]
['a', [33831, 33832]]
['a', [33840, 33841]]
['a', [33847, 33848]]
['a', [33853, 33854]]
['a', [33858, 33859]]
['a', [33863, 33864]]
['a', [33875, 33876]]
['a', [33884, 33885]]
['a', [33919, 33920]]
['a', [33928, 33929]]
['a', [33953, 33954]]
['a', [33961, 33962]]
['a', [33965, 33966]]
['a', [33973, 33974]]
['a', [33978, 33979]]
['a', [34001, 34002]]
['a', [34006, 34007]]
['a', [34022, 34023]]
['a', [34055, 34056]]
['a', [34081, 34082]]
['a', [34086, 34087]]
['a', [34095, 34096]]
['a', [34130, 34131]]
['a', [34134, 34135]]
['a', [34139, 34140]]
['a', [34150, 34151]]
['a', [34188, 34189]]
['a', [34194, 34195]]
['a', [34211, 34212]]
['a', [34246, 34247]]
['a', [34254, 34255]]
['a', [34263, 34264]]
['a', [34279, 34280]]
['a', [34353, 34354]]
['a', [34369, 34370]]
